Build Timestamp (UTC)	Build	Job	Job URL	Build Trigger	Allow Job Failure	PR#	Branch	Commit	Commit Range	Commit Message	Sketch Filename	Board ID	IDE Version	Program Storage (bytes)	Dynamic Memory (bytes)	# Warnings	Allow Failure	Exit Status	# Board Issues	Board Issue	# Library Issues	Library Issue
2018-03-28 13:06:51	92	92.8	https://travis-ci.org/per1234/EtherEvent/jobs/359346737	push	false	false	development	99137e8f163171f785f279f0422f465e308af430	bec6eade71d0...99137e8f1631	(f-Don't compile test sketches for Arduino 101) fix 101 fqbn	/home/travis/arduino-sketchbook/libraries/EtherEvent/examples/AdvancedUsage/AdvancedUsage.ino	esp8266:esp8266:d1_mini:CpuFrequency=80,UploadSpeed=921600,FlashSize=4M3M	1.8.5	271196	33860	0	false	0	0		0	
2018-03-28 13:07:11	92	92.8	https://travis-ci.org/per1234/EtherEvent/jobs/359346737	push	false	false	development	99137e8f163171f785f279f0422f465e308af430	bec6eade71d0...99137e8f1631	(f-Don't compile test sketches for Arduino 101) fix 101 fqbn	/home/travis/arduino-sketchbook/libraries/EtherEvent/examples/BasicUsage/BasicUsage.ino	esp8266:esp8266:d1_mini:CpuFrequency=80,UploadSpeed=921600,FlashSize=4M3M	1.8.5	271164	33860	0	false	0	0		0	
2018-03-28 13:07:31	92	92.8	https://travis-ci.org/per1234/EtherEvent/jobs/359346737	push	false	false	development	99137e8f163171f785f279f0422f465e308af430	bec6eade71d0...99137e8f1631	(f-Don't compile test sketches for Arduino 101) fix 101 fqbn	/home/travis/arduino-sketchbook/libraries/EtherEvent/examples/NoAuthentication/NoAuthentication.ino	esp8266:esp8266:d1_mini:CpuFrequency=80,UploadSpeed=921600,FlashSize=4M3M	1.8.5	269480	33688	0	false	0	0		0	
2018-03-28 13:07:54	92	92.8	https://travis-ci.org/per1234/EtherEvent/jobs/359346737	push	false	false	development	99137e8f163171f785f279f0422f465e308af430	bec6eade71d0...99137e8f1631	(f-Don't compile test sketches for Arduino 101) fix 101 fqbn	/home/travis/arduino-sketchbook/libraries/EtherEvent/extras/tests/Normal1/Normal1.ino	esp8266:esp8266:d1_mini:CpuFrequency=80,UploadSpeed=921600,FlashSize=4M3M	1.8.5	309196	34292	0	false	0	0		0	
2018-03-28 13:08:13	92	92.8	https://travis-ci.org/per1234/EtherEvent/jobs/359346737	push	false	false	development	99137e8f163171f785f279f0422f465e308af430	bec6eade71d0...99137e8f1631	(f-Don't compile test sketches for Arduino 101) fix 101 fqbn	/home/travis/arduino-sketchbook/libraries/EtherEvent/extras/tests/NoAuthenticationFastSend3/NoAuthenticationFastSend3.ino	esp8266:esp8266:d1_mini:CpuFrequency=80,UploadSpeed=921600,FlashSize=4M3M	1.8.5	283324	34100	0	false	0	0		0	
2018-03-28 13:08:32	92	92.8	https://travis-ci.org/per1234/EtherEvent/jobs/359346737	push	false	false	development	99137e8f163171f785f279f0422f465e308af430	bec6eade71d0...99137e8f1631	(f-Don't compile test sketches for Arduino 101) fix 101 fqbn	/home/travis/arduino-sketchbook/libraries/EtherEvent/extras/tests/FastSend1/FastSend1.ino	esp8266:esp8266:d1_mini:CpuFrequency=80,UploadSpeed=921600,FlashSize=4M3M	1.8.5	305088	34328	0	false	0	0		0	
2018-03-28 13:08:52	92	92.8	https://travis-ci.org/per1234/EtherEvent/jobs/359346737	push	false	false	development	99137e8f163171f785f279f0422f465e308af430	bec6eade71d0...99137e8f1631	(f-Don't compile test sketches for Arduino 101) fix 101 fqbn	/home/travis/arduino-sketchbook/libraries/EtherEvent/extras/tests/Normal3/Normal3.ino	esp8266:esp8266:d1_mini:CpuFrequency=80,UploadSpeed=921600,FlashSize=4M3M	1.8.5	314168	34304	0	false	0	0		0	
2018-03-28 13:09:14	92	92.8	https://travis-ci.org/per1234/EtherEvent/jobs/359346737	push	false	false	development	99137e8f163171f785f279f0422f465e308af430	bec6eade71d0...99137e8f1631	(f-Don't compile test sketches for Arduino 101) fix 101 fqbn	/home/travis/arduino-sketchbook/libraries/EtherEvent/extras/tests/FastSend0/FastSend0.ino	esp8266:esp8266:d1_mini:CpuFrequency=80,UploadSpeed=921600,FlashSize=4M3M	1.8.5	316812	34372	0	false	0	0		0	
2018-03-28 13:09:32	92	92.8	https://travis-ci.org/per1234/EtherEvent/jobs/359346737	push	false	false	development	99137e8f163171f785f279f0422f465e308af430	bec6eade71d0...99137e8f1631	(f-Don't compile test sketches for Arduino 101) fix 101 fqbn	/home/travis/arduino-sketchbook/libraries/EtherEvent/extras/tests/NoAuthentication0/NoAuthentication0.ino	esp8266:esp8266:d1_mini:CpuFrequency=80,UploadSpeed=921600,FlashSize=4M3M	1.8.5	286384	34072	0	false	0	0		0	
2018-03-28 13:09:54	92	92.8	https://travis-ci.org/per1234/EtherEvent/jobs/359346737	push	false	false	development	99137e8f163171f785f279f0422f465e308af430	bec6eade71d0...99137e8f1631	(f-Don't compile test sketches for Arduino 101) fix 101 fqbn	/home/travis/arduino-sketchbook/libraries/EtherEvent/extras/tests/Normal2/Normal2.ino	esp8266:esp8266:d1_mini:CpuFrequency=80,UploadSpeed=921600,FlashSize=4M3M	1.8.5	326068	34316	0	false	0	0		0	
