Build Timestamp (UTC)	Build	Job	Job URL	Build Trigger	Allow Job Failure	PR#	Branch	Commit	Commit Range	Commit Message	Sketch Filename	Board ID	IDE Version	Program Storage (bytes)	Dynamic Memory (bytes)	# Warnings	Allow Failure	Exit Status	# Board Issues	Board Issue	# Library Issues	Library Issue
2017-06-20 13:03:21	558	558.2	https://travis-ci.org/per1234/arduino-ci-script/jobs/244917285	push	false	false	1.0.0	de16460a39685130fc8497e2cc3f78b4ed3e1796		Fail sketch build if invalid IDE versions were specified	/home/travis/arduino-ide/arduino/examples/01.Basics/BareMinimum/BareMinimum.ino	arduino:sam:arduino_due_x_dbg	1.8.3	22084		0	false	0	0		0	
2017-06-20 13:03:29	558	558.2	https://travis-ci.org/per1234/arduino-ci-script/jobs/244917285	push	false	false	1.0.0	de16460a39685130fc8497e2cc3f78b4ed3e1796		Fail sketch build if invalid IDE versions were specified	/home/travis/arduino-ide/arduino/examples/01.Basics/BareMinimum/BareMinimum.ino	MiniCore:avr:328:variant=modelP,BOD=2v7,LTO=Os,clock=16MHz_external	1.8.1	450	9	0	false	0	0		0	
2017-06-20 13:03:36	558	558.2	https://travis-ci.org/per1234/arduino-ci-script/jobs/244917285	push	false	false	1.0.0	de16460a39685130fc8497e2cc3f78b4ed3e1796		Fail sketch build if invalid IDE versions were specified	/home/travis/arduino-ide/arduino/examples/01.Basics/BareMinimum/BareMinimum.ino	ATTinyCore-master:avr:attinyx5:LTO=disable,TimerClockSource=default,chip=85,clock=8internal,bod=disable	1.8.1	304	9	0	false	0	0		0	
2017-06-20 13:03:42	558	558.2	https://travis-ci.org/per1234/arduino-ci-script/jobs/244917285	push	false	false	1.0.0	de16460a39685130fc8497e2cc3f78b4ed3e1796		Fail sketch build if invalid IDE versions were specified	/home/travis/arduino-ide/arduino/examples/01.Basics/BareMinimum/BareMinimum.ino	ATTinyCore-master:avr:attinyx5:LTO=disable,TimerClockSource=default,chip=85,clock=8internal,bod=disable	1.8.2	304	9	0	false	0	0		0	
2017-06-20 13:03:49	558	558.2	https://travis-ci.org/per1234/arduino-ci-script/jobs/244917285	push	false	false	1.0.0	de16460a39685130fc8497e2cc3f78b4ed3e1796		Fail sketch build if invalid IDE versions were specified	/home/travis/arduino-ide/arduino/examples/01.Basics/BareMinimum/BareMinimum.ino	MightyCore:avr:1284:pinout=standard,variant=modelP,BOD=2v7,LTO=Os,clock=16MHz_external	1.8.1	512	9	0	false	0	0		0	
2017-06-20 13:03:56	558	558.2	https://travis-ci.org/per1234/arduino-ci-script/jobs/244917285	push	false	false	1.0.0	de16460a39685130fc8497e2cc3f78b4ed3e1796		Fail sketch build if invalid IDE versions were specified	/home/travis/arduino-ide/arduino/examples/01.Basics/BareMinimum/BareMinimum.ino	MightyCore:avr:1284:pinout=standard,variant=modelP,BOD=2v7,LTO=Os,clock=16MHz_external	1.8.2	512	9	0	false	0	0		0	
2017-06-20 13:04:02	558	558.2	https://travis-ci.org/per1234/arduino-ci-script/jobs/244917285	push	false	false	1.0.0	de16460a39685130fc8497e2cc3f78b4ed3e1796		Fail sketch build if invalid IDE versions were specified	/home/travis/arduino-ide/arduino/examples/01.Basics/BareMinimum/BareMinimum.ino	mighty-1284p:avr:avr_developers	1.8.3	510	9	0	false	0	0		0	
2017-06-20 13:04:09	558	558.2	https://travis-ci.org/per1234/arduino-ci-script/jobs/244917285	push	false	false	1.0.0	de16460a39685130fc8497e2cc3f78b4ed3e1796		Fail sketch build if invalid IDE versions were specified	MPU9250.ino	arduino:avr:uno	1.8.3	7904	462	1	false	0	0		0	
2017-06-20 13:04:13	558	558.2	https://travis-ci.org/per1234/arduino-ci-script/jobs/244917285	push	false	false	1.0.0	de16460a39685130fc8497e2cc3f78b4ed3e1796		Fail sketch build if invalid IDE versions were specified	/home/travis/arduino-sketchbook/libraries/NewPing/examples/NewPingExample/NewPingExample.pde	arduino:avr:uno	1.5.2	2464	222	0	false	0	0		0	
2017-06-20 13:04:19	558	558.2	https://travis-ci.org/per1234/arduino-ci-script/jobs/244917285	push	false	false	1.0.0	de16460a39685130fc8497e2cc3f78b4ed3e1796		Fail sketch build if invalid IDE versions were specified	/home/travis/arduino-sketchbook/libraries/NewPing/examples/NewPingExample/NewPingExample.pde	arduino:avr:uno	1.8.1	2464	222	0	false	0	0		0	
2017-06-20 13:04:26	558	558.2	https://travis-ci.org/per1234/arduino-ci-script/jobs/244917285	push	false	false	1.0.0	de16460a39685130fc8497e2cc3f78b4ed3e1796		Fail sketch build if invalid IDE versions were specified	/home/travis/arduino-sketchbook/libraries/NewPing/examples/NewPingExample/NewPingExample.pde	arduino:avr:uno	1.8.2	2464	222	0	false	0	0		0	
